keyword,avg_monthly,competition,competition_index,top_bid_low,top_bid_high,source_group,mapped_page,intent,priority,occurrences,source_files
9008868015,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
9008910005,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a&o water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aent50202172000,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
alte8040r024000,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
american standard chennai,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-5.csv
american standard sanitaryware chennai,0,Unknown,0,0.0,0.0,brands,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-5.csv
ao electric heaters,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao electric water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao electrical company,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao gas water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao hot water dispenser,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao hot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao hot water tank,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao plumbing,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 015,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 07709,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1 litre geyser,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100108283,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100108660,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100109295,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100109594,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100110899,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100111050,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100111100,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100112330,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100112336,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100187864,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100262939,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100271887,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100271888,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100271923,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100293212,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 100309396,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1055542,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1055543,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1055544,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1055555,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 1055556,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 120v heat pump water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 120v water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 14kw tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 18kw tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 194393 000,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 28 kw tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 l instant water geyser ews 3 white,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 300,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 300 electric water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 300 series,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 300 series water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 316p758,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 322p289,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 326p136,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 326p137,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 326p203,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 326p427,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 35 litre geyser price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 540,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 540 tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 6 ltr instant geyser,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 900,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 900 series,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 9003626005,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 962540,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith american water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ao mf adv,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith aqua air,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith aqua air v100,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith aqua air v60,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith b2853,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith b625,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bt100,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bt80,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bth400,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bth500a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bthl 500a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bths 1000a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bths 750a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith btx80,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith buffer tank,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith burkay,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith c48a95a06,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith c56b05b17,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith cirrex solar water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith del50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith den52,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith den80,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dre120,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dre52,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dre80,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dura power,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dve,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dve 150a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dve 200a,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ejct 20,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric heat pump water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric hot water tank,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric storage tank water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric tankless,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric tankless water heater installation,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater 3 litre,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater 6 ltr,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater installation,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater no hot water,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater not heating,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electric water heater thermostat replacement,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electrical products,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith electrical products company,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith elegance geyser 25 ltr price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith energy saver,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith energy star water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ens40,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ens50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ent40,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith express 25 litre geyser,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42c38a61,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42c52a45,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42c61a61,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42d29a50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42e63a61,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42f52a50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f42f65a50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f48aa68a50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f48b46a50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f48e06a48,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f48f96a76,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith f48f97a76,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith fcg75,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith g9 t4040nvr,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas fired water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas hot water tank,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas water heater prices,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas water heater thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gas water heater thermostat replacement,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gcr50,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gdhe 75,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gen 6,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith geyser 15 ltr finesse price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith geyser elegance,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith geyser ews 3l,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith gpdx 50l,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith heat pump hot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hot and cold water,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hot water heater installation,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hot water heater thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hotline,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hp1050h45dv,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hw 420,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hw 520,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hw 670,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith hydro pneumatic pump tank,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith indirect water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith irrigation pumps,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith j ews 3,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith jet pump,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith jf1h092n,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith k56a46b23,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith lower thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith lower thermostat replacement,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith lp water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith lte80,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith lte80d,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith mobile home water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith oil fired water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith p6 water purifier amazon,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith pcg 75,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith pcg 75 300,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith permaglass water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith plumbing,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith polaris,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith polaris water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith powerhouse powershot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith powershot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith preferred water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith pro line,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith pro series water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith professional water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith proplanet p3 price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith r4lr 280e,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith r4ma 320e,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith residential electric water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith residential gas water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith stainless steel water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith table top water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
